,3-D Man,A-Bomb (HAS),A.I.M.,Aaron Stack,Abomination (Emil Blonsky),Abomination (Ultimate),Absorbing Man,Adam Warlock,Agatha Harkness,Agent Brand,Agent X (Nijo),Agents of Atlas,Ajak,Albion,Alex Power,Alex Wilder,Alexander Pierce,Alicia Masters,Alpha Flight,Alpha Flight (Ultimate),Amadeus Cho,Angel (Angel Salvadore),Angel (Thomas Halloway),Angel (Ultimate),Angel (Warren Worthington III),Anita Blake,Annihilus,Anole,Ant-Man (Eric O'Grady),Ant-Man (Hank Pym),Ant-Man (Scott Lang),Anthem,Apocalypse,Apocalypse (Ultimate),Arachne,Araña,Arcade,Archangel,Ares,Armor (Hisako Ichiki),Armory,Arnim Zola,Attuma,Aurora,Avalanche,Avengers,Avengers (Ultimate),Azazel (Mutant),Balder,Banshee,Banshee (Theresa Rourke),Baron Strucker,Baron Zemo (Heinrich Zemo),Baron Zemo (Helmut Zemo),Barracuda,Bastion,Batroc the Leaper,Battlestar,Beak,Beast,Beast (Ultimate),Bedlam,Beetle (Abner Jenkins),Ben Grimm,Ben Parker,Ben Reilly,Ben Urich,Bengal,Beta-Ray Bill,Bethany Cabe,Betty Brant,Betty Ross,Beyonder,Bishop,Bishop (Ultimate),Black Bolt,Black Cat,Black Cat (Ultimate),Black Knight (Dane Whitman),Black Knight (Sir Percy of Scandia),Black Panther,Black Panther (Shuri),Black Panther (Ultimate),Black Tarantula,Black Tom,Black Widow,Black Widow (Ultimate),Blade,Blastaar,Blindfold,Bling!,Blink,Blizzard,Blob,Blob (Ultimate),Blonde Phantom,Bloodstorm,Blue Marvel,Blue Shield,"Bob, Agent of Hydra",Boomer,Boomerang,Box,Bride of Nine Spiders (Immortal Weapons),Brood,Brother Voodoo,Brotherhood of Evil Mutants,Brotherhood of Mutants (Ultimate),Bruce Banner,Brute,Bucky,Bug,Bulldozer,Bullseye,Bushwacker,Cable,Cable (Deadpool),Cable (Ultimate),Calamity,Caliban,Callisto,Cannonball,Captain America,Captain America (Sam Wilson),Captain America (Ultimate),Captain Britain,Captain Britain (Ultimate),Captain Marvel (Carol Danvers),Captain Marvel (Mar-Vell),Captain Marvel (Monica Rambeau),Captain Stacy,Captain Universe,Cardiac,Caretaker,Carlie Cooper,Carnage,Carnage (Ultimate),Carol Danvers,Cassandra Nova,Cecilia Reyes,Celestials,Ch'od,Chamber,Chameleon,Champions,Charles Xavier,Chase Stein,Chimera,Chores MacGillicudy,Christian Walker,Chthon,ClanDestine,Clea,Clint Barton,Cloak,Cloud 9,Colleen Wing,Colossus,Colossus (Ultimate),Confederates of the Curious,Constrictor,Contessa (Vera Vidal),Controller,Corsair,Cosmo (dog),Count Nefaria,Crimson Dynamo,Crossbones,Crule,Crystal,Cuckoo,Curt Conners,Cyber,Cyclops,Cyclops (Ultimate),Cypher,Dagger,Daimon Hellstrom,Daken,Dakota North,Damage Control,Dani Moonstar,Daredevil,Daredevil (Ultimate),Dark Avengers,Dark Beast,Dark Phoenix,Dark X-Men,Darkhawk,Darkstar,Darwin,Dazzler,Dazzler (Ultimate),Deadpool,Death,Deathbird,Deathcry,Deathlok,Debrii,Deena Pilgrim,Defenders,Destiny,Detective Soap,Deviants,Devil Dinosaur (Devil Dinosaur),Dexter Bennett,Diablo,Diamondback (Rachel Leighton),Doc Samson,Doctor Doom,Doctor Doom (Ultimate),Doctor Faustus,Doctor Octopus,Doctor Octopus (Ultimate),Doctor Spectrum,Doctor Strange,Doctor Strange (Ultimate),Doctor Voodoo,Dog Brother #1,Domino,Donald Blake,Doop,Dora Milaje,Dormammu,Dormammu (Ultimate),Dracula,Dragon Lord,Dragon Man,Drax,Dreaming Celestial,Dum Dum Dugan,Dust,Earthquake,Echo,Eddie Brock,Edwin Jarvis,Ego,Electro,Electro (Ultimate),Elektra,Elite,Elixir,Elloe Kaifi,Elsa Bloodstone,Emma Frost,Empath,Emplate,Enchantress (Amora),Enchantress (Sylvie Lushton),Ender Wiggin,Energizer,Eternals,Eternity,Excalibur,Executioner (Skurge),Exiles,Exodus,Ezekiel,Ezekiel Stane,Falcon,Famine,Fantastic Four,Fantastic Four (Ultimate),Fantastick Four,Fantomex,Fat Cobra,Felicia Hardy,Fenris,Fin Fang Foom,Firebird,Firelord,Firestar,Firestar (Ultimate),Fixer (Paul Norbert Ebersol),Foggy Nelson,Forearm,Forge,Frank Castle,Frankenstein's Monster,Franklin Richards,Franklin Storm,Freak,Frenzy,Frightful Four,Frog Thor,Frog-Man,GW Bridge,Galactus,Gambit,Gamora,Gargoyle,Garrison Kane,Gateway,Gauntlet (Joseph Green),Generation X,Genesis,Gertrude Yorkes,Ghost Rider (Daniel Ketch),Ghost Rider (Johnny Blaze),Giant Girl,Giant Man,Giant-Man (Ultimate),Gideon,Gilgamesh,Gladiator (Kallark),Gladiator (Melvin Potter),Glenn Talbot,Goliath (Bill Foster),Gorgon,Gorgon (Inhumans),Gorilla Man,Grandmaster,Graviton,Gravity,Green Goblin (Harry Osborn),Green Goblin (Norman Osborn),Green Goblin (Ultimate),Grey Gargoyle,Grim Reaper,Groot,Guardian,Guardians of the Galaxy,Gwen Stacy,Gwen Stacy (Ultimate),H.A.M.M.E.R.,Hairball,Hammerhead,Hank Pym,Hardball,Harry Osborn,Hate-Monger (Adolf Hitler),Havok,Hawkeye,Hawkeye (Kate Bishop),Hawkeye (Ultimate),Hedge Knight,Hela,Hellcat (Patsy Walker),Hellfire Club,Hellion,Hellions (Squad),Henry Peter Gyrich,Hepzibah,Hercules,Heroes For Hire,High Evolutionary,Hiroim,Hit-Monkey,Hobgoblin (Roderick Kingsley),Holocaust (Age of Apocalypse),Hope Summers,Howard The Duck,Hulk,Hulk (Marvel Zombies),Hulk (Ultimate),Hulkling,Human Robot,Human Torch,Human Torch (Jim Hammond),Human Torch (Ultimate),Humbug,Husk,Hussar,Hydra,Hydro-Man,Hyperion (Earth-712),Hypno-Hustler,Iceman,Iceman (Ultimate),Ikaris,Illuminati,Ilyana Rasputin,Immortus,Imperial Guard,Impossible Man,In-Betweener,Inhumans,Ink,Invaders,Invisible Woman,Invisible Woman (Ultimate),Iron Fist (Bei Bang-Wen),Iron Fist (Danny Rand),Iron Fist (Orson Randall),Iron Fist (Quan Yaozu),Iron Fist (Wu Ao-Shi),Iron Lad,Iron Man,Iron Man (Ultimate),Iron Patriot,Iron Patriot (James Rhodes),J. Jonah Jameson,Jack Murdock,Jack O' Lantern,Jack Power,Jackal,Jackpot,James Buchanan Barnes,Jamie Braddock,Jane Foster,"Janus, the Nega-Man",Jasper Sitwell,Jean Grey,Jean Grey (Ultimate),Jeryn Hogarth,Jessica Drew,Jessica Jones,Jigsaw,Jimmy Woo,Jocasta,John Jameson,John Wraith,Johnny Blaze,Johnny Storm,Joseph,Jubilee,Juggernaut,Julian Keller,Justice,Ka-Zar,Kabuki,Kang,Karen Page,Karma,Karnak,Karolina Dean ,Kat Farrell,Kate Bishop,Katie Power,Kid Colt,Killmonger,Killraven,King Cobra,Kingpin,Kitty Pryde,Klaw,Komodo (Melati Kusuma),Korg,Korvac,Kraven the Hunter,Kree,Lady Bullseye,Lady Deathstrike,Layla Miller,Leader,Legion,"Lei Kung, The Thunderer",Leper Queen,Lethal Legion,Lightning Lords of Nepal,Lightspeed,Lila Cheney,Lilandra,Lilith,Lily Hollister,Lionheart,Living Laser,Living Lightning,Living Mummy,Living Tribunal,Liz Osborn,Lizard,Loa,Lockheed,Lockjaw,Logan,Loki,Loners,Longshot,Lucky Pierre,Luke Cage,Lyja,M (Monet St. Croix),M.O.D.O.G.,M.O.D.O.K.,MVP,Ma Gnuci,Mach IV,Machine Man,Mad Thinker,Madame Hydra,Madame Masque,Madame Web (Julia Carpenter),Maddog,Madelyne Pryor,Madrox,Maelstrom,Maestro,Magik (Amanda Sefton),Magik (Illyana Rasputin),Magma (Amara Aquilla),Magneto,Magneto (Age of Apocalypse),Magneto (House of M),Magneto (Ultimate),Magus (Adam Warlock),Magus (Technarch),Makkari,Malekith,Man-Thing,Man-Wolf,Mandarin,Mandrill,Manta,Mantis,Marauders,Maria Hill,Mariko Yashida,Marrow,Marvel Apes,Marvel Boy,Marvel Zombies,Marvelman,Marvex,Mary Jane Watson,Mary Jane Watson (House of M),Mary Jane Watson (Ultimate),Masked Marvel (Unrevealed),Masque,Master Chief,Master Mold,Mastermind,Masters of Evil,Matthew Murdock,Mauler,Maverick (Christoph Nord),Maximus,May Parker,Medusa,Meggan,Meltdown,Menace,Mentallo,Mentor,Mephisto,Mercury,Meteorite,Miek,Mikhail Rasputin,Mimic,Miss America,Mister Fear,Mister Sinister,Mister Sinister (Ultimate),Misty Knight,Mockingbird,Moira MacTaggert,Moira MacTaggert (Ultimate),Mojo,Mole Man,Molecule Man,Molly Hayes,Molly Von Richtofen,Molten Man,Moon Knight,Moon Knight (Ultimate),Moondragon,Moonstone,Morbius,Morgan Le Fay,Morlocks,Morph,Mr. Fantastic,Mr. Fantastic (Ultimate),Mr. Hyde,Mr. Negative,Mr. X,Mulholland Black,Multiple Man,Mysterio,Mysterio (Francis Klum),Mystique,Mystique (Ultimate),Namor,Namora,Namorita,Natasha Romanoff,Nebula,Nemesis,New Mutants,New Warriors,New X-Men,Nextwave,Nick Fury,Nick Fury (Ultimate),Nico Minoru,Nicolaos,Night Nurse (Linda Carter),Night Thrasher,Night Thrasher (Dwayne Taylor),Nightcrawler,Nightcrawler (Ultimate),Nighthawk,Nightmare,Nine-Fold Daughters of Xao,Nitro,Nocturne,Nomad,Nomad (Rikki Barnes),Nomad (Steve Rogers),Norman Osborn,Northstar,Nova,Nova (Frankie Raye),Nuke,Obadiah Stane,Odin,Old Lace,Omega (Michael Pointer),Omega Flight,Omega Red,Omega Sentinel,Omega the Unknown,Onslaught,Oracle,Ord,Outlaw (Inez Temple),Owl,Ozymandias,Paladin,Pandemic,Paper Doll,Patriot,Peggy Carter (Captain Carter),Penance (Monet St. Croix),Penance (Robert Baldwin),Pepper Potts,Pet Avengers,Pete Wisdom,Peter Parker,Phantom Reporter,Phil Coulson (Phil Coulson),Phil Sheldon,Phoenix Force,Photon,Piledriver,Pixie,Polaris,Post,Power Pack,Pride,Prince of Orphans,Prodigy,Professor X,Proteus,Proudstar,Prowler,Psycho-Man,Psylocke,Puck,Puma,Punisher,Punisher (2099),Puppet Master,Purifiers,Purple Man,Pyro,Quake (Daisy Johnson),Quasar (Phyla-Vell),Quasar (Wendell Vaughn),Quasimodo,Quentin Quire,Quicksilver,Quicksilver (Age of Apocalypse),Quicksilver (Ultimate),Rachel Grey,Radioactive Man,Rage,Randall Flagg,Ravenous,Rawhide Kid,Raza,Reaper,Reavers,Reavers (Ultimate),Red Ghost,Red Guardian (Alexei Shostakov),Red Hulk,Red She-Hulk,Red Skull,Red Wolf,Redwing,Reptil,Retro Girl,Rhino,Rhodey,Rick Jones,Ricochet,Rictor,Riptide,Robbie Robertson,Rocket Raccoon,Rockslide,Rogue,Rogue (Age of Apocalypse),Rogue (Ultimate),Roland Deschain,Romulus,Ronan,Ronin,Runaways,S.H.I.E.L.D.,Sabra,Sabretooth,Sabretooth (Age of Apocalypse),Sabretooth (Ultimate),Sage,Salem's Seven (Ultimate),Sally Floyd,Sandman,Sasquatch (Walter Langkowski),Satana,Sauron,Scalphunter,Scarecrow (Ebenezer Laughton),Scarlet Spider (Ben Reilly),Scarlet Spider (Kaine),Scarlet Witch,Scarlet Witch (Ultimate),Scorpion (Carmilla Black),Scorpion (Mac Gargan),Scourge,Screwball,Sebastian Shaw,Secret Warriors,Selene,Sentinel,Sentinels,Sentry (Robert Reynolds),Ser Duncan,Serpent Society,Sersi,Shadow King,Shadowcat,Shadowcat (Ultimate),Shadu the Shady,Shaman,Shang-Chi,Shang-Chi (Ultimate),Shanna the She-Devil,Sharon Carter,Sharon Ventura,Shatterstar,She-Hulk (Jennifer Walters),She-Hulk (Lyra),She-Hulk (Ultimate),Shi'Ar,Shiva,Shiver Man,Shocker (Herman Schultz),Sif,Silhouette,Silver Sable,Silver Samurai,Silver Samurai (Age of Apocalypse),Silver Surfer,Silverclaw,Silvermane,Sin,Sinister Six,Skaar,Skrulls,Slapstick,Slayback,Smasher (Vril Rokk),Snowbird,Songbird,Speed,Speed Demon,Speedball (Robert Baldwin),Spencer Smythe,Spider-Girl (Anya Corazon),Spider-Girl (May Parker),Spider-Ham (Larval Earth),Spider-Man (1602),Spider-Man (2099),Spider-Man (Ai Apaec),Spider-Man (Marvel Zombies),Spider-Man (Miles Morales),Spider-Man (Noir),Spider-Man (Peter Parker),Spider-Man (Ultimate),Spider-Woman (Charlotte Witter),Spider-Woman (Jessica Drew),Spider-Woman (Mattie Franklin),Spiral (Rita Wayword),Spitfire,Spot,Squadron Supreme (Earth-712),Squirrel Girl,Stacy X,Star-Lord (Peter Quill),Starbolt,Stardust,Starjammers,Stature,Steel Serpent (Davos),Stegron,Stepford Cuckoos,Stephen Strange,Steve Rogers,Stilt-Man (Wibur Day),Stingray (Walter Newell),Storm,Storm (Ultimate),Strong Guy,Stryfe,Sub-Mariner,Sue Storm,Sugar Man,Sunfire,Sunfire (Age of Apocalypse),Sunspot,Super Hero Squad,Super-Adaptoid,Super-Skrull,Supernaut,Surge,Surtur,Swordsman,Swordsman (Jacques Duquesne),T'Challa,Tag,Tarantula (Luis Alvarez),Tarantula (Maria Vasquez),Taskmaster,Tempest,Terrax,Thaddeus Ross,Thanos,Thanos (Ultimate),The Collector (Taneleer Tivan),The Enforcers,The Fury,The Hand,The Hood,The Initiative,The Liberteens,The Order,The Stranger,The Twelve,The Watchers,Thena,Thing,Thing (Ultimate),Thor,Thor (Ultimate),Thor Girl,Thunderball,Thunderbird (John Proudstar),Thunderbird (Neal Shaara),Thunderbolts,Thundra,Tiger Shark,Tiger's Beautiful Daughter,Tigra (Greer Nelson),Tinkerer,Titania,Titanium Man (Topolov),Toad,Tombstone,Tony Stark,Toro (Thomas Raymond),Toxin (Eddie Brock),Trauma,Triathlon,Triton,True Believers,Turbo,Two-Gun Kid,Tyger Tiger,Typhoid Mary,Tyrannus,U.S. Agent,Uatu The Watcher,Ulik,Ultimate Spider-Man (USM),Ultimates,Ultimatum,Ultimo,Ultra-Adaptoid,Ultragirl (Earth-93060),Ultron,Umar,Unicorn,Union Jack (Brian Falsworth),Union Jack (Joseph Chapman),Union Jack (Montgomery Falsworth),Valeria Richards,Valkyrie (Samantha Parrington),Valkyrie (Ultimate),Vanisher (Telford Porter),Veda,Venom (Flash Thompson),Venom (Mac Gargan),Venom (Ultimate),Venus (Siren),Vermin (Edward Whelan),Victor Mancha,Victor Von Doom,Vin Gonzales,Vindicator,Viper,Vision,Vulcan (Gabriel Summers),Vulture (Adrian Toomes),War Machine (James Rhodes),War Machine (Parnell Jacobs),War Machine (Ultimate),Warbird,Warbound,Warlock (Technarchy),Warpath,Wasp,Wasp (Ultimate),Weapon Omega,Weapon X,Wendell Rand,Wendigo,Werewolf By Night,Whiplash (Anton Vanko),Whiplash (Mark Scarlotti),Whirlwind,White Tiger (Angela Del Toro),Wiccan,Wild Child,Wild Child (Age of Apocalypse),Wildside,William Stryker,Wind Dancer,Winter Soldier,Wolfsbane,Wolverine,Wolverine (Ultimate),Wonder Man,Wong,Wraith,Wrecker,Wrecking Crew,X-23,X-Babies,X-Cutioner,X-Factor,X-Factor Investigations,X-Force,X-Man,X-Men,X-Men (Ultimate),Xorn (Kuan-Yin Xorn),Yellowjacket (Hank Pym),Yellowjacket (Rita DeMara),Young Avengers,Young X-Men,Zaladane,Zaran,Zarda,Zemo,Zeus,Zuras,Zzzax,Total Collaborations
3-D Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,71
A-Bomb (HAS),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
A.I.M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
