,3-D Man,A.I.M.,Aaron Stack,Abomination (Emil Blonsky),Abomination (Ultimate),Absorbing Man,Abyss,Abyss (Age of Apocalypse),Adam Warlock,Agatha Harkness,Agent X (Nijo),Agent Zero,Agents of Atlas,Air-Walker (Gabriel Lan),Alex Power,Alex Wilder,Alicia Masters,Alpha Flight,Amanda Sefton,American Eagle (Jason Strongbow),Amiko,Amora,Amphibian (Earth-712),Ancient One,Ancient One (Ultimate),Angel (Angel Salvadore),Angel (Thomas Halloway),Angel (Ultimate),Angel (Warren Worthington III),Anita Blake,Annihilus,Ant-Man (Eric O'Grady),Ant-Man (Hank Pym),Ant-Man (Scott Lang),Apocalypse,Arachne,Araña,Arcade,Arcana,Archangel,Arclight,Ares,Armadillo,Arnim Zola,Atlas (Team),Attuma,Aurora,Avalanche,Avengers,Avengers (Ultimate),Azazel (Mutant),Balder,Banshee,Banshee (Theresa Rourke),Baron Mordo (Karl Mordo),Baron Strucker,Baron Zemo (Heinrich Zemo),Baron Zemo (Helmut Zemo),Baroness S'Bak,Bastion,Batroc the Leaper,Battering Ram,Battlestar,Beak,Beast,Beast (Ultimate),Bedlam,Beef,Beetle (Abner Jenkins),Belasco,Ben Grimm,Ben Parker,Ben Reilly,Ben Urich,Bengal,Beta-Ray Bill,Bethany Cabe,Betty Brant,Betty Ross,Beyonder,Big Bertha,Big Wheel,Bishop,Black Bolt,Black Cat,Black Cat (Ultimate),Black Crow,Black Knight (Dane Whitman),Black Knight (Sir Percy of Scandia),Black Panther,Black Queen,Black Tarantula,Black Tom,Black Widow,Black Widow (Ultimate),Black Widow/Natasha Romanoff (MAA),Blackheart,Blacklash,Blackout,Blade,Blastaar,Blazing Skull,Blink,Blizzard,Blob,Blob (Ultimate),Blockbuster,Blok,Bloke,Blonde Phantom,Bloodaxe,Bloodscream,Bloodstorm,Blue Blade,Blur,Boom Boom,Boomer,Boomerang,Box,Brood,Brother Voodoo,Brotherhood of Evil Mutants,Brotherhood of Mutants (Ultimate),Bruce Banner,Brute,Bucky,Bug,Bulldozer,Bullseye,Bushwacker,Cable,Cable (Deadpool),Caliban,Callisto,Callisto (Age of Apocalypse),Calypso,Cammi,Cannonball,Captain America,Captain America (House of M),Captain America (Sam Wilson),Captain America (Ultimate),Captain Britain,Captain Marvel (Carol Danvers),Captain Marvel (Genis-Vell),Captain Marvel (Mar-Vell),Captain Marvel (Monica Rambeau),Captain Marvel (Phyla-Vell),Captain Stacy,Captain Universe,Cardiac,Caretaker,Cargill,Carmella Unuscione,Carnage,Carnage (Ultimate),Carol Danvers,Carrion (Malcolm McBride),Cassandra Nova,Catseye,Cecilia Reyes,Celestials,Centennial,Cerebro,Cerise,Ch'od,Chamber,Chameleon,Champions,Charles Xavier,Charlie-27,Chase Stein,Chimera,Chronomancer,Chthon,ClanDestine,Clea,Clea (Ultimate),Clint Barton,Cloak,Cobalt Man,Colleen Wing,Colossus,Colossus (Ultimate),Constrictor,Controller,Corsair,Count Nefaria,Countess,Crimson Dynamo,Crossbones,Crule,Crusher Hogan,Crusher Hogan (Ultimate),Crystal,Curt Conners,Cyber,Cyclops,Cyclops (Ultimate),D'Ken Neramani,Dagger,Daily Bugle,Daimon Hellstrom,Dakota North,Damage Control,Dani Moonstar,Danny Rand,Daredevil,Daredevil (Ultimate),Dargo Ktor,Dark Beast,Dark Phoenix,Darkhawk,Darkstar,Dazzler,Dazzler (Ultimate),Deacon Frost,Dead Girl,Deadpool,Death,Deathbird,Deathcry,Deathlok,Deathstrike (Ultimate),Debra Whitman,Debrii,Defenders,Demogoblin,Destiny,Deviants,Devil Dinosaur (Devil Dinosaur),Devos,Diablo,Diamondback (Rachel Leighton),Dinah Soar,Doc Samson,Doctor Doom,Doctor Doom (Ultimate),Doctor Faustus,Doctor Octopus,Doctor Octopus (Ultimate),Doctor Spectrum,Doctor Strange,Doctor Strange (Ultimate),Doctor Voodoo,Domino,Donald Blake,Doomsday Man,Doop,Doorman,Dormammu,Dormammu (Ultimate),Dracula,Dragon Lord,Dragon Man,Drax,Dreadnoughts,Dreaming Celestial,Dum Dum Dugan,Dust,Earthquake,Echo,Eddie Brock,Edwin Jarvis,Ego,Electro,Electro (Ultimate),Elektra,Elektra (Ultimate),Elements of Doom,Elixir,Elsa Bloodstone,Emma Frost,Empath,Emplate,Enchantress (Amora),Enchantress (Sylvie Lushton),Energizer,Erik the Red,Eternals,Eternity,Excalibur,Executioner (Skurge),Exiles,Exodus,Ezekiel,Fabian Cortez,Falcon,Famine,Fantastic Four,Fantastic Four (Ultimate),Fantomex,Felicia Hardy,Fenris,Feral,Fin Fang Foom,Firebird,Firebrand,Firelord,Firestar,Fixer (Paul Norbert Ebersol),Flatman,Foggy Nelson,Force Works,Forearm,Forge,Forge (Ultimate),Forgotten One,Frank Castle,Frankenstein's Monster,Franklin Richards,Franklin Storm,Freak,Frenzy,Frightful Four,Frog-Man,GW Bridge,Galactus,Gambit,Gamora,Gargoyle,Gargoyle (Isaac Christians),Gargoyle (Yuri Topolov),Garrison Kane,Gateway,Gauntlet (Joseph Green),Generation X,Genesis,Genis-Vell,George Stacy (Ultimate),Gertrude Yorkes,Ghost Rider (Daniel Ketch),Ghost Rider (Johnny Blaze),Giant Man,Giant-Man (Ultimate),Gideon,Gilgamesh,Gladiator (Kallark),Gladiator (Melvin Potter),Glenn Talbot,Glorian,Goblin Queen,Goliath (Bill Foster),Gorgon,Gorgon (Inhumans),Grandmaster,Graviton,Gravity,Great Lakes Avengers,Green Goblin (Barry Norman Osborn),Green Goblin (Harry Osborn),Green Goblin (Norman Osborn),Grey Gargoyle,Grim Reaper,Groot,Guardian,Guardians of the Galaxy,Gwen Stacy,Gwen Stacy (Ultimate),Half-Life (Tony Masterson),Hammerhead,Hammerhead (Ultimate),Hank Pym,Hannibal King,Happy Hogan,Harpoon,Harry Osborn,Harry Osborn (Ultimate),Hate-Monger (Adolf Hitler),Havok,Hawkeye,Hawkeye (Kate Bishop),Hawkeye (Ultimate),Hecate (Ravonna Renslayer),Hela,Hellcat (Patsy Walker),Hellfire Club,Hellfire Club (Ultimate),Hellion,Hellions (Squad),Hemingway,Henry Peter Gyrich,Hepzibah,Hercules,Heroes For Hire,High Evolutionary,Hindsight Lad,Hiroim,Hitman,Hobgoblin (Jason Macendale),Hobgoblin (Robin Borne),Hobgoblin (Roderick Kingsley),Holocaust (Age of Apocalypse),Howard The Duck,Hulk,Hulk (Marvel Zombies),Hulk (Ultimate),Hulkling,Human Cannonball,Human Robot,Human Torch,Human Torch (Jim Hammond),Human Torch (Ultimate),Humbug,Husk,Hussar,Hydra,Hydro-Man,Hyperion (Earth-712),Iceman,Iceman (Ultimate),Ikaris,Illuminati,Immortus,Imperial Guard,Impossible Man,In-Betweener,Inertia,Inhumans,Invaders,Invisible Woman,Invisible Woman (Ultimate),Iron Fist (Bei Bang-Wen),Iron Fist (Danny Rand),Iron Fist (Orson Randall),Iron Fist (Wu Ao-Shi),Iron Lad,Iron Man,Iron Man (Ultimate),Iron Patriot (James Rhodes),Isaiah Bradley,J. Jonah Jameson,Jack Murdock,Jack O' Lantern,Jack Power,Jackal,James Buchanan Barnes,Jamie Braddock,Jane Foster,Jasper Sitwell,Jean Grey,Jean Grey (Ultimate),Jeryn Hogarth,Jessica Drew,Jessica Jones,Jetstream,Jigsaw,Jimmy Woo,Jocasta,John Jameson,John Wraith,Johnny Blaze,Johnny Storm,Joseph,Josiah X,Joystick,Jubilee,Jubilee (Age of Apocalypse),Juggernaut,Julian Keller,Junta,Justice,Justin Hammer,Ka-Zar,Kabuki,Kang,Karen Page,Karma,Karnak,Karolina Dean ,Kat Farrell,Kate Bishop,Katie Power,Ken Ellis,Kid Colt,Killer Shrike,Killmonger,Killraven,King Bedlam,King Cobra,Kingpin,Kitty Pryde,Klaw,Korath,Korg,Korvac,Kraven the Hunter,Kree,Kulan Gath,La Nuit,Lady Deathstrike,Lady Mastermind,Lava-Man,Leader,Leech,Legion,Lethal Legion,Lieutenant Marcus Stone,Lifeguard,Lightspeed,Lila Cheney,Lilandra,Lilith,Lionheart,Living Laser,Living Lightning,Living Mummy,Living Tribunal,Liz Osborn,Lizard,Lizard (Ultimate),Lockheed,Lockjaw,Logan,Loki,Longshot,Longshot (Ultimate),Lord Hawal,Lorna Dane,Luke Cage,Lyja,M (Monet St. Croix),M.O.D.A.M.,M.O.D.O.K.,Mach IV,Machine Man,Mad Thinker,Madame Hydra,Madame Masque,Madelyne Pryor,Madripoor,Madrox,Maelstrom,Magdalene,Maggott,Magik (Amanda Sefton),Magik (Illyana Rasputin),Magma (Amara Aquilla),Magneto,Magneto (Age of Apocalypse),Magneto (House of M),Magneto (Ultimate),Magus (Adam Warlock),Makkari,Malcolm Colcord,Malekith,Man-Thing,Man-Wolf,Mandarin,Mandroid,Manta,Mantis,Marauders,Maria Hill,Mariko Yashida,Marrow,Marvel Boy,Marvel Zombies,Marvelman,Mary Jane Watson,Mary Jane Watson (House of M),Mary Jane Watson (Ultimate),Masked Marvel (Unrevealed),Masque,Master Mold,Mastermind,Masters of Evil,Matthew Murdock,Mauler,Maverick (Chris Bradley),Maverick (Christoph Nord),Maximus,May Parker,Medusa,Meggan,Meltdown,Menace,Mentallo,Mephisto,Mercury,Mesmero,Microbe,Microchip,Micromax,Miek,Mikhail Rasputin,Millie the Model,Mimic,Mindworm,Miss America,Mister Fear,Mister Sinister,Misty Knight,Mockingbird,Moira MacTaggert,Moira MacTaggert (Ultimate),Mojo,Mole Man,Molecule Man,Molly Hayes,Molten Man,Mongoose,Monster Badoon,Moon Knight,Moon Knight (House of M),Moon Knight (Ultimate),Moondragon,Moonstone,Morbius,Mordo,Morg,Morgan Le Fay,Morgan Stark,Morlocks,Morlun,Morph,Mother Askani,Mr. Fantastic,Mr. Fantastic (Ultimate),Mr. Fixit,Mr. Hyde,Mr. Immortal,Mr. X,Multiple Man,Mysterio,Mysterio (Francis Klum),Mystique,Mystique (Age of Apocalypse),Mystique (House of M),Mystique (Ultimate),Namor,Namora,Namorita,Natasha Romanoff,Nebula,Nemesis,New Mutants,New Warriors,New X-Men,Newton Destine,Next Avengers,Nextwave,Nick Fury,Nick Fury (Ultimate),Nico Minoru,Nicolaos,Night Nurse (Linda Carter),Night Thrasher,Night Thrasher (Dwayne Taylor),Nightcrawler,Nightcrawler (Ultimate),Nighthawk,Nightmare,Nightshade,Nitro,Nocturne,Nomad,Nomad (Steve Rogers),Norman Osborn,Northstar,Nova,Nova (Frankie Raye),Nuke,Obadiah Stane,Odin,Ogun,Old Lace,Omega Flight,Omega Red,Omega the Unknown,Onslaught,Oracle,Ord,Orphan,Orphan-Maker,Outlaw (Inez Temple),Outlaw Kid,Owl,Ozymandias,Paibok,Paladin,Patriot,Penance (Monet St. Croix),Penance (Robert Baldwin),Pepper Potts,Pestilence,Pete Wisdom,Peter Parker,Peter Quill,Phalanx,Phoenix Force,Photon,Phyla-Vell,Piledriver,Pip,Plazm,Polaris,Post,Power Pack,Praxagora,Preak,Pretty Boy,Prism,Prodigy,Prodigy (David Alleyne),Professor X,Professor X (Ultimate),Proteus,Proteus (Ultimate),Prowler,PsyNapse,Psycho-Man,Psylocke,Puck,Puck (Zuzha Yu),Puma,Punisher,Punisher (2099),Puppet Master,Purifiers,Purple Man,Pyro,Quasar (Phyla-Vell),Quasar (Wendell Vaughn),Quasimodo,Quicksilver,Quicksilver (Age of Apocalypse),Quicksilver (Ultimate),Rachel Grey,Radioactive Man,Rage,Randall,Random,Ravenous,Rawhide Kid,Raza,Reaper,Reavers,Reavers (Ultimate),Red Ghost,Red Guardian (Alexei Shostakov),Red Shift,Red Skull,Red Wolf,Redwing,Revanche,Rhino,Rhodey,Rick Jones,Rictor,Riptide,Risque,Robbie Robertson,Rocket Raccoon,Rocket Racer,Rockslide,Rogue,Rogue (Age of Apocalypse),Rogue (Ultimate),Romulus,Ronan,Ronin,Roughhouse,Roulette,Rumiko Fujikawa,Runaways,S.H.I.E.L.D.,Sabra,Sabretooth,Sabretooth (Age of Apocalypse),Sabretooth (House of M),Sabretooth (Ultimate),Sage,Sally Floyd,Salo,Sandman,Santa Claus,Sasquatch (Walter Langkowski),Satana,Sauron,Scalphunter,Scarecrow (Ebenezer Laughton),Scarlet Spider (Ben Reilly),Scarlet Spider (Kaine),Scarlet Witch,Scarlet Witch (Ultimate),Scorpion (Carmilla Black),Scorpion (Mac Gargan),Scorpion (Ultimate),Scourge,Scrambler,Scream (Donna Diego),Sebastian Shaw,Selene,Senator Kelly,Sentinel,Sentinels,Sentry (Robert Reynolds),Serpent Society,Sersi,Shadow King,Shadow King (Age of Apocalypse),Shadowcat,Shadowcat (Age of Apocalypse),Shadowcat (Ultimate),Shalla-bal,Shaman,Shang-Chi,Shang-Chi (Ultimate),Shanna the She-Devil,Shape,Shard,Sharon Carter,Sharon Ventura,Shatterstar,She-Hulk (Jennifer Walters),Shi'Ar,Shinobi Shaw,Shiva,Shocker (Herman Schultz),Shockwave,Shooting Star,Shotgun,Shriek,Sif,Silhouette,Silver Fox,Silver Sable,Silver Samurai,Silver Samurai (Age of Apocalypse),Silver Surfer,Silverclaw,Silvermane,Sin,Sinister Six,Sister Grimm,Skin,Skreet,Skrulls,Skrulls (Ultimate),Skullbuster (Cylla Markham),Sleeper,Sleepwalker,Slipstream,Slyde,Smasher (Vril Rokk),Snowbird,Solo (James Bourne),Songbird,Sons of the Tiger,Spectrum,Speed,Speed Demon,Speedball (Robert Baldwin),Spencer Smythe,Spider-Girl (Anya Corazon),Spider-Girl (May Parker),Spider-Ham (Larval Earth),Spider-Man (1602),Spider-Man (2099),Spider-Man (Ben Reilly),Spider-Man (Marvel Zombies),Spider-Man (Peter Parker),Spider-Man (Ultimate),Spider-Woman (Charlotte Witter),Spider-Woman (Jessica Drew),Spider-Woman (Mattie Franklin),Spiral (Rita Wayword),Spitfire,Spot,Squadron Sinister,Squadron Supreme (Earth-712),Squirrel Girl,Stacy X,Stacy X (Ultimate),Star Brand,Star-Lord (Peter Quill),Starbolt,Stardust,Starfox,Starhawk (Stakar Ogord),Starjammers,Stature,Steel Serpent (Davos),Stegron,Stellaris,Stepford Cuckoos,Stephen Strange,Steve Rogers,Stick,Stilt-Man (Wibur Day),Stingray (Walter Newell),Storm,Storm (Age of Apocalypse),Storm (Ultimate),Stranger,Strong Guy,Stryfe,Sub-Mariner,Sue Storm,Sumo,Sunfire,Sunfire (Age of Apocalypse),Sunset Bain,Sunspot,Super-Adaptoid,Super-Skrull,Supreme Intelligence,Surge,Surtur,Swarm,Switch,Swordsman,Swordsman (Jacques Duquesne),Sym,Synch,T'Challa,Tag,Talisman (Elizabeth Twoyoungmen),Talkback (Chase Stein),Talos,Tana Nile,Tarantula (Luis Alvarez),Tarot,Taskmaster,Taurus (Cornelius van Lunt),Tempest,Tenebrous,Terrax,Terror,Texas Twister,Thanos,The Anarchist,The Collector (Taneleer Tivan),The Enforcers,The Hand,The Hood,The Order,The Professor,The Renegades,The Stranger,The Watchers,Thena,Thing,Thing (Ultimate),Thor,Thor (Ultimate),Thor Girl,Thunderball,Thunderbird (John Proudstar),Thunderbird (Neal Shaara),Thunderbolt (Bill Carver),Thunderbolt Ross,Thunderbolts,Thundra,Tiger Shark,Tigra (Greer Nelson),Timeslip,Tinkerer,Titania,Titanium Man (Topolov),Toad,Toad Men,Tombstone,Tomorrow Man,Tony Stark,Toro (Thomas Raymond),Toxin,Toxin (Eddie Brock),Trauma,Trevor Fitzroy,Triathlon,Triton,Turbo,Tusk,Two-Gun Kid,Tyger Tiger,Typhoid Mary,Tyrannus,U-Foes,U-Go Girl,U.S. Agent,Uatu The Watcher,Ulik,Ultimate Spider-Man (USM),Ultimates,Ultimatum,Ultimo,Ultron,Umar,Unicorn,Union Jack (Brian Falsworth),Union Jack (Joseph Chapman),Union Jack (Montgomery Falsworth),Unus,Valeria Richards,Valkyrie (Samantha Parrington),Vance Astro,Vanisher (Telford Porter),Vanisher (Ultimate),Vargas,Vengeance (Michael Badilino),Venom (Flash Thompson),Venom (Mac Gargan),Venom (Ultimate),Venus (Siren),Venus Dee Milo,Vermin (Edward Whelan),Vertigo (Savage Land Mutate),Victor Mancha,Victor Von Doom,Vindicator,Viper,Virginia Dare,Vision,Vivisector,Vulcan (Gabriel Summers),Vulture (Adrian Toomes),Wallflower,War (Abraham Kieros),War Machine (James Rhodes),Warbird,Warhawk (Mitchell Tanner),Warlock (Technarchy),Warpath,Warren Worthington III,Warstar,Wasp,Wasp (Ultimate),Weapon Omega,Weapon X,Wendigo,Werewolf By Night,Whiplash (Mark Scarlotti),Whirlwind,White Tiger (Angela Del Toro),Whizzer (Stanley Stewart),Wiccan,Wild Child,Wild Child (Age of Apocalypse),Wild Pack,Wildside,Wind Dancer,Winter Soldier,Wither,Wolfpack,Wolfsbane,Wolfsbane (Age of Apocalypse),Wolverine,Wolverine (Ultimate),Wonder Man,Wong,Wong (Ultimate),Wraith,Wrecker,Wrecking Crew,X-23,X-Babies,X-Cutioner,X-Factor,X-Force,X-Man,X-Men,X-Men (Ultimate),X-Statix,Xorn (Kuan-Yin Xorn),Yellow Claw,Yellowjacket (Hank Pym),Yellowjacket (Rita DeMara),Yondu,Young Avengers,Zaladane,Zaran,Zarda,Zemo,Zeus,Zodiak,Zombie (Simon Garth),Zuras,Zzzax,Total Collaborations
3-D Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
A.I.M.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,200
